Xline	Inline	FS11	shallow	Truncation	TopForesets	MFS4	FS8	FS7	FS6	FS4
1124	244	488.32043	379.27133	633.19415	692.31299	858.20288	521.18237	543.44452	822.64526	873.76819
1125	244	488.44052	379.67157	632.92102	691.34106	857.85187	521.52991	543.69604	822.50848	873.56335
1126	244	488.39005	380.07178	632.77148	690.29004	857.52612	521.80603	543.9057	822.39032	873.36279
1127	244	488.67059	380.47198	632.61542	689.15503	857.36121	521.9917	544.07336	822.25977	873.18781
1128	244	489.07584	380.87219	632.45941	687.94305	857.32733	522.07263	544.20612	822.12616	873.03412
1129	244	489.61603	381.27243	632.30334	686.65607	857.33582	522.05829	544.30396	821.98627	872.91461
1130	244	489.73825	381.67264	632.14734	685.31903	857.4754	522.05359	544.38086	821.6972	872.84637
1131	244	489.96445	382.07285	631.99127	683.95203	857.45001	522.19641	544.44373	821.17188	872.81219
1132	244	490.09491	382.47308	631.83521	682.57709	857.45422	522.48206	544.49261	820.31085	872.79938
1133	244	490.41696	382.87329	631.68567	681.21606	857.29779	522.82959	544.53455	819.30371	872.78235
1134	244	490.5293	383.2735	631.53613	680.03107	857.36542	523.16284	544.56244	818.25928	872.70551
1135	244	490.78625	383.67374	631.367	678.87708	857.2724	523.45325	544.58344	817.26154	872.52631
1136	244	490.95013	384.07394	630.87939	677.73901	856.90015	523.68176	544.59747	816.28851	872.25311
1137	244	491.17197	384.47415	630.62579	676.59808	856.70135	523.82458	544.61139	815.3125	871.95441
1138	244	491.39551	384.87439	630.40472	675.44305	856.57874	523.88647	544.61139	814.3396	871.68976
1139	244	491.5643	385.2746	630.09265	674.27002	856.46027	523.95789	544.61139	813.36047	871.47205
1140	244	491.71414	385.6748	629.62451	673.07501	856.33759	524.07697	544.61139	812.3844	871.36115
1141	244	491.74432	386.07501	630.03412	671.85699	855.58472	524.24829	544.60443	811.40216	871.30988
1142	244	491.79749	386.47525	630.24219	670.61603	855.3606	524.43872	544.59747	810.42303	871.26294
1143	244	491.69598	386.87546	630.34625	669.35309	855.20825	524.64819	544.75812	809.44391	871.13495
1144	244	491.7511	385.98773	630.48273	668.07104	854.96722	524.86719	544.73016	808.46472	870.91724
1145	244	491.78824	385.3721	630.61279	666.77405	854.82764	525.05292	544.70221	807.49176	870.67822
1146	244	491.92422	385.18512	630.74286	665.466	854.37927	525.14807	544.67426	806.5033	870.46484
1147	244	491.87326	385.59613	630.89886	664.14905	854.15936	525.13379	544.63934	805.46509	870.32404
1148	244	491.82773	385.47617	631.06146	662.823	853.8717	525.06238	544.61139	804.46735	870.2002
1149	244	491.77026	385.54498	631.19147	661.48505	853.63068	524.99097	544.59039	803.60626	870.07648
1150	244	491.65555	385.20453	631.32153	660.13403	852.59436	524.91956	544.56244	803.07477	869.94843
1151	244	491.59293	385.12161	631.4646	658.76898	852.16296	524.83862	544.53455	802.77014	869.82037
1152	244	491.53729	385.56613	631.62714	657.38898	851.88379	524.74341	544.50659	802.58362	869.68378
1153	244	491.66568	386.2735	631.82874	655.99298	851.74426	524.64343	544.48566	802.38159	869.53442
1154	244	491.83231	384.95227	632.06281	654.58099	851.31702	524.60535	544.4577	802.13599	869.35522
1155	244	492.02542	384.86584	632.32288	653.15198	851.02515	524.70056	544.43671	801.85938	869.13324
1156	244	492.19635	384.94171	632.66748	651.81201	850.79254	524.86719	544.41577	801.49567	868.85156
1157	244	492.1781	385.04401	632.96655	650.84802	850.53876	525.03381	544.39478	801.0636	868.53577
1158	244	492.23236	385.44089	633.07709	651.09698	850.41614	525.14331	544.38086	800.56006	868.26691
1159	244	492.28415	386.65979	633.07709	650.50897	850.31458	525.18616	544.35986	799.9726	868.1474
1160	244	492.56274	387.45889	632.96008	650.12408	850.20044	525.15283	544.35291	799.30426	868.01508
1161	244	492.92661	387.71292	633	649.97803	849.75208	525.06714	544.33887	798.56134	867.823
1162	244	493.37503	387.66705	632.98608	650.17804	849.06683	525.03381	544.53455	797.69409	867.46875
1163	244	493.70746	387.65823	633.06409	650.44397	848.17865	525.17188	544.59747	796.659	867.05908
1164	244	494.00562	387.94046	633.18115	650.72504	847.09998	525.43372	544.66034	795.43738	866.53406
1165	244	494.09784	387.55237	633.44769	650.97998	845.8819	525.70508	544.72321	794.16608	866.00909
1166	244	494.24185	387.55594	633.63629	650.58624	844.75684	525.91461	544.78607	792.96313	865.58234
1167	244	494.27228	386.74625	633.81183	649.94989	844.18158	526.02887	544.84198	791.91248	865.33905
1168	244	494.32108	387.1149	633.94836	649.3136	844.53693	526.03357	544.90491	790.56659	865.19818
1169	244	494.35944	387.15195	634	648.67725	845.26013	525.94318	544.96082	789.33868	865.09998
1170	244	494.48468	387.42361	633.93536	648.04089	845.80151	525.90985	545.01666	788.20422	865.02319
1171	244	494.78784	387.17316	633.74683	647.4046	846.22449	526.10028	545.07257	787.5545	864.93787
1172	244	495.09198	387.89108	633.48676	646.76825	846.50366	526.47638	545.12848	786.91418	864.81836
1173	244	495.27295	390.19659	633.22015	646.1319	846.63055	526.90961	545.17035	786.26453	864.64764
1174	244	495.30936	390.87762	632.97955	645.49561	846.75745	527.29999	545.1983	785.59937	864.42145
1175	244	495.30255	391.09998	632.75201	644.85925	846.83783	527.62372	545.1983	784.91553	864.12268
1176	244	495.33975	391.3223	632.45941	644.2229	846.44446	527.86176	544.97473	784.22229	863.75995
1177	244	495.34879	391.54465	632.22534	643.58661	845.64508	528	545.0376	783.46381	863.36298
1178	244	495.35565	391.767	631.99774	642.95026	844.84143	528.06171	545.10748	782.64325	863.00873
1179	244	495.4621	391.98932	631.81567	642.31396	844.26617	528.1474	545.17743	781.75732	862.74414
1180	244	495.42728	392.21167	631.70514	641.67761	843.81781	528.29974	545.24725	780.93359	862.60333
1181	244	495.58023	391.34848	631.67261	641.04126	843.51752	528.49017	545.3241	780.16895	862.47949
1182	244	495.51257	390.8334	631.63367	640.40497	843.44983	528.67584	545.401	779.51935	862.29175
1183	244	495.65598	390.81927	631.73767	639.76862	843.75018	528.84723	545.47784	778.5899	861.94177
1184	244	495.64081	389.91086	631.99774	639.13226	843.17493	528.97577	545.55469	777.43665	861.41681
1185	244	495.74661	389.75735	632.16681	638.49597	842.02869	529.0567	545.63159	776.03168	860.81073
1186	244	495.94418	389.8244	632.55688	637.85962	841.13196	529.09479	545.70844	774.93439	860.20471
1187	244	496.03412	389.74152	633	637.35052	840.45099	529.14716	545.78528	774.0827	859.67548
1188	244	496.13629	390.3783	633.43469	634.80524	839.94769	529.22809	545.86212	773.47034	859.18469
1189	244	496.11652	389.68152	633.79883	635.22888	839.64319	529.32806	545.93201	772.85492	858.69385
1190	244	496.08417	388.94064	634.02643	634.80524	839.71509	529.42804	546.00891	772.24255	858.21155
1191	244	496.10056	389.62332	634.09796	634.80524	839.98578	529.51849	546.07874	771.63019	857.74634
1192	244	496.12439	389.85968	634.02643	634.80524	839.45703	529.5899	546.14868	771.01782	857.30676
1193	244	496.4415	390.33066	633.85736	634.80524	838.52234	529.64227	546.21851	770.40546	856.89276
1194	244	496.58145	390.87045	633.62329	634.80524	837.84131	529.66608	546.28839	769.79309	856.50012
1195	244	496.54907	390.81577	633.34369	634.80524	837.34222	529.66138	546.35126	769.1839	856.13312
1196	244	496.23074	391.21442	632.86249	634.80524	836.96582	529.64227	546.41412	768.57465	855.74902
1197	244	495.95142	390.72229	632.56342	634.80524	836.79657	529.60895	546.47003	767.96228	855.40332
1198	244	496.15228	391.21268	632.24481	634.80524	837.08844	529.57562	546.51898	767.34369	855.14294
1199	244	496.52139	391.3132	631.95221	634.80524	837.58752	529.53754	546.56787	766.71271	854.97223
1200	244	496.90189	391.36966	631.68567	634.80524	836.66974	529.50421	546.60278	766.08167	854.91248
1201	244	496.96777	391.39084	631.81567	634.80524	834.93134	529.48517	546.58185	765.45074	854.83563
1202	244	496.89984	392.87256	631.91327	634.80524	833.56091	529.47095	546.57489	764.83215	854.71191
1203	244	496.80588	391.87592	632.00427	634.80524	832.48657	529.44232	546.57489	764.22284	854.42169
1204	244	496.54401	392.30457	631.84821	634.80524	831.6449	529.39478	546.58185	763.61981	854.02045
1205	244	496.2189	392.4845	631.91327	634.80524	831.17963	529.31854	546.59583	763.0199	853.6449
1206	244	495.80347	390.89517	631.94574	634.80524	831.40802	529.24237	546.6098	762.42932	853.36743
1207	244	495.4707	390.87222	631.95221	634.80524	831.97058	529.16144	546.63074	761.84186	853.20105
1208	244	495.22342	390.53531	631.89368	634.80524	830.87933	529.09961	546.65869	761.26367	853.073
1209	244	495.10303	389.56332	631.7702	634.80524	829.07324	529.06152	546.68665	760.69489	852.96631
1210	244	495.21405	389.56863	631.5946	634.80524	827.69019	529.03766	546.7146	760.12292	852.85962
1211	244	495.34915	389.18231	631.39307	634.80524	826.64966	528.98053	546.74255	759.54785	852.71021
1212	244	495.33618	389.23172	631.159	634.80524	825.79529	528.88055	546.77747	758.36975	852.48828
1213	244	494.90652	388.86478	630.87292	634.80524	825.03815	528.74249	546.81946	757.19794	852.16394
1214	244	494.35034	389.35519	630.53479	634.80524	824.50946	528.59015	546.86133	756.03534	851.69446
1215	244	493.53418	389.57919	630.15112	634.80524	824.12457	528.43304	546.90326	755.47894	851.04572
1216	244	493.22388	389.07999	629.50745	634.80524	823.9892	528.29022	546.94519	754.92566	850.27319
1217	244	493.01865	390.87762	628.9223	634.80524	823.81158	528.18549	546.99408	754.37854	849.47083
1218	244	493.22656	390.68704	628.52563	634.80524	823.54089	528.13312	547.03607	753.83148	848.77942
1219	244	493.2189	390.49646	628.29803	634.80524	823.23633	528.10455	547.0849	753.28442	848.28009
1220	244	493.24182	390.30588	628.42163	634.80524	822.89795	528.0379	547.13385	752.73425	847.97284
1221	244	493.46704	390.1153	627.98596	634.80524	822.46655	527.91888	547.17578	752.18091	847.73383
1222	244	493.64594	389.92471	627.60883	634.80524	821.95471	527.74274	547.22467	751.61206	847.4137
1223	244	494.01077	389.73416	627.29675	634.80524	821.54022	527.5047	547.2666	751.01843	846.96985
1224	244	493.98553	389.54358	626.99762	634.80524	821.73053	527.21906	547.30859	750.39362	846.32111
1225	244	493.88089	389.353	626.46448	634.80524	822.03516	526.93811	547.35046	749.75641	845.61688
1226	244	493.67123	389.16241	626.41895	634.80524	822.17041	526.79535	547.32251	749.11609	844.90411
1227	244	493.46884	388.97183	626.43842	634.80524	822.21698	526.87152	547.29456	748.47571	844.2981
1228	244	493.45532	388.78125	626.50995	634.80524	822.28888	527.08093	547.27356	747.83228	843.72192
1229	244	493.24771	388.59067	626.57501	634.80524	822.57654	527.29999	547.24567	747.19818	843.14148
1230	244	493.07108	388.40009	626.63354	634.80524	822.81342	527.50946	547.21771	746.60754	842.56531
1231	244	492.74091	388.2095	626.66602	634.80524	822.14087	527.74274	547.19672	746.10089	842.0105
1232	244	492.61255	388.01892	626.69855	634.80524	821.03693	528.02838	547.17578	745.64087	841.47272
1233	244	492.59875	387.82834	626.79608	634.80524	819.9837	528.31403	547.15485	745.2616	840.95636
1234	244	492.63583	387.63776	626.95209	634.80524	819.06165	528.44257	547.13385	744.95392	840.44843
1235	244	492.52109	387.4472	627.08868	634.80524	818.25385	528.2807	547.11285	744.73944	839.9491
1236	244	492.58328	387.25662	627.09515	634.80524	817.66162	527.91888	547.09192	744.61816	839.42834
1237	244	492.84998	387.06604	626.85461	634.80524	817.48828	527.5332	547.07794	744.59021	838.94611
1238	244	492.88367	386.87546	626.73755	634.80524	817.53473	527.19049	547.06403	744.59332	838.57056
1239	244	492.71335	386.68488	626.52295	634.80524	816.78186	526.90002	547.04999	744.60577	838.30164
1240	244	492.24911	386.49429	626.25641	634.80524	815.50873	526.66205	547.03607	744.57776	838.19495
1241	244	491.93619	386.30371	626.00281	634.80524	814.54858	526.49542	547.02203	744.56848	838.13098
1242	244	491.63965	386.11313	625.6842	634.80524	813.86761	526.42401	547.01508	744.5094	838.06696
1243	244	491.28326	385.92255	625.3266	634.80524	813.36432	526.43829	547.00104	744.41302	837.87915
1244	244	491.01559	385.73196	624.95593	634.80524	813.27966	526.48108	546.99408	744.24829	837.61877
1245	244	490.70306	385.54138	624.67639	634.80524	813.61804	526.51447	546.98712	744.09601	837.37976
1246	244	490.53857	385.3508	624.50079	634.80524	813.90997	526.54303	546.98016	743.9126	837.19623
1247	244	490.3934	385.16025	624.26672	634.80524	813.63922	526.55725	546.96613	743.72296	837.11517
1248	244	490.38446	384.96967	624.04565	634.80524	813.23743	526.58112	546.95917	743.59863	837.08099
1249	244	490.17917	384.77908	624.03918	634.80524	813.00903	526.57635	546.95917	743.59863	837.08099
1250	244	490.09113	384.5885	624.03265	634.80524	812.78064	526.58112	546.98712	743.59863	837.08099
